AÑO,TRIMESTRE,PROVEEDOR,COD DEPARTAMENTO,DEPARTAMENTO,COD MUNICIPIO,MUNICIPIO,CABECERA MUNICIPAL,COD CENTRO POBLADO,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTURA LTE,COBERTURA 5G,COBERTURA 4G
2023,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15464,MONGUA,1,15464000,MONGUA,1,1,1,0,0,1
2021,3,PARTNERS TELECOM COLOMBIA SAS,05,ANTIOQUIA,05034,ANDES,1,05034000,ANDES,0,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13549,PINILLOS,0,13549009,MANTEQUERA,1,0,0,0,0,0
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76364,JAMUNDÍ,0,76364021,SAN ISIDRO,1,1,1,0,0,1
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13657,SAN JUAN NEPOMUCENO,1,13657000,SAN JUAN NEPOMUCENO,1,1,1,0,0,1
2021,3,AVANTEL S.A.S,25,CUNDINAMARCA,25473,MOSQUERA,1,25473000,MOSQUERA,1,1,1,0,0,1
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13549,PINILLOS,0,13549011,PALOMINO,1,0,0,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70001,SINCELEJO,0,70001022,SAN NICOLAS,1,1,1,0,0,0
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,44,LA GUAJIRA,44847,URIBIA,0,44847003,CABO DE LA VELA,0,1,0,0,0,0
2022,4,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54250,EL TARRA,0,54250007,LA CAMPANA,1,1,1,0,0,0
2022,4,COMUNICACION CELULAR S A COMCEL S A,50,META,50711,VISTAHERMOSA,1,50711000,VISTAHERMOSA,1,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68745,SIMACOTA,0,68745011,EL GUAMO,1,1,1,0,0,1
2021,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,68,SANTANDER,68081,BARRANCABERMEJA,1,68081000,BARRANCABERMEJA,0,0,0,0,0,1
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76275,FLORIDA,1,76275001,FLORIDA,1,1,1,1,0,0
2021,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25535,PASCA,0,25535002,GUCHIPAS,1,1,1,0,0,1
2023,3,PARTNERS TELECOM COLOMBIA SAS,20,CESAR,20400,LA JAGUA DE IBIRICO,1,20400000,LA JAGUA DE IBIRICO,0,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19809,TIMBIQUÍ,0,19809024,ANGOSTURA,0,0,0,0,0,0
2023,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76892,YUMBO,0,76892017,ARROYOHONDO,1,1,1,0,0,1
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68377,LA BELLEZA,1,68377000,LA BELLEZA,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15533,PAYA,0,15533001,MORCOTE,1,1,1,0,0,0
2022,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23555,PLANETA RICA,0,23555010,MEDIO RANCHO,1,1,1,0,0,0
2021,4,AVANTEL S.A.S,23,CÓRDOBA,23162,CERETÉ,1,23162000,CERETÉ,1,1,1,0,0,1
2023,3,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66001,PEREIRA,0,66001049,EL CRUCERO DE COMBIA,1,1,1,0,0,1
2022,3,PARTNERS TELECOM COLOMBIA SAS,76,VALLE DEL CAUCA,76400,LA UNIÓN,1,76400000,LA UNIÓN,0,1,1,0,0,1
2023,1,PARTNERS TELECOM COLOMBIA SAS,27,CHOCÓ,27810,UNIÓN PANAMERICANA,1,27810000,ÁNIMAS,0,1,1,0,0,0
2022,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73275,FLANDES,0,73275005,PARADERO I,1,1,1,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,44078,BARRANCAS,0,44078014,PATILLA,1,1,1,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68575,PUERTO WILCHES,0,68575015,PUENTE SOGAMOSO,1,1,1,0,0,1
2022,4,PARTNERS TELECOM COLOMBIA SAS,97,VAUPÉS,97001,MITÚ,1,97001000,MITÚ,0,1,1,0,0,1
2023,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70124,CAIMITO,1,70124000,CAIMITO,1,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13430,MAGANGUÉ,0,13430053,FLORENCIA,1,1,1,0,0,1
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25372,JUNÍN,0,25372004,SUEVA,1,0,0,0,0,0
2021,3,PARTNERS TELECOM COLOMBIA SAS,15,BOYACÁ,15776,SUTAMARCHÁN,1,15776000,SUTAMARCHÁN,0,1,1,0,0,0
2022,4,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15183,CHITA,1,15183000,CHITA,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27001,QUIBDÓ,0,27001017,LA TROJE,0,0,0,0,0,0
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,0,54001002,BANCO DE ARENAS,1,0,0,0,0,0
2022,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25175,CHÍA,0,25175006,RINCON DE FAGUA,1,1,1,0,0,1
2022,1,COLOMBIA MOVIL  S.A ESP,23,CÓRDOBA,23807,TIERRALTA,0,0,SIN CENTRO POBLADO,0,0,0,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52258,EL TABLÓN DE GÓMEZ,1,52258000,EL TABLÓN DE GÓMEZ,1,1,1,0,0,1
2022,1,COLOMBIA MOVIL  S.A ESP,17,CALDAS,17524,PALESTINA,0,17524001,ARAUCA,1,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23189,CIÉNAGA DE ORO,0,23189029,EGIPTO,1,1,1,0,0,0
2022,2,PARTNERS TELECOM COLOMBIA SAS,70,SUCRE,70820,SANTIAGO DE TOLÚ,1,70820000,SANTIAGO DE TOLÚ,0,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19318,GUAPI,0,19318005,EL CARMELO,0,0,0,0,0,0
2023,1,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,08560,PONEDERA,0,08560001,LA RETIRADA,1,1,1,0,0,1
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25817,TOCANCIPÁ,0,25817004,SAN JAVIER,1,1,0,0,0,1
2022,1,COLOMBIA MOVIL  S.A ESP,15,BOYACÁ,15362,IZA,1,15362000,IZA,1,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41872,VILLAVIEJA,1,41872000,VILLAVIEJA,1,1,1,0,0,1
2021,4,COLOMBIA MOVIL  S.A ESP,54,NORTE DE SANTANDER,54673,SAN CAYETANO,0,54673002,CORNEJO,0,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05347,HELICONIA,1,05347000,HELICONIA,1,1,1,0,0,1
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23815,TUCHÍN,0,23815024,NUEVA ESPERANZA,1,0,0,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76606,RESTREPO,0,76606008,SAN SALVADOR,0,0,0,0,0,0
2021,4,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25120,CABRERA,1,25120000,CABRERA,1,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54250,EL TARRA,0,0,LAS TORRES,1,1,1,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47555,PLATO,0,47555011,SAN JOSÉ DEL PURGATORIO,1,0,0,0,0,0
2022,2,COLOMBIA MOVIL  S.A ESP,54,NORTE DE SANTANDER,54398,LA PLAYA,1,54398000,LA PLAYA,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25178,CHIPAQUE,1,25178001,CHIPAQUE,1,1,1,1,0,0
2021,3,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66001,PEREIRA,1,66001000,PEREIRA,1,1,1,0,0,1
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,18,CAQUETA,18460,MILÁN,1,18460000,MILÁN,0,0,0,0,0,1
2023,3,COLOMBIA MOVIL  S.A ESP,15,BOYACÁ,15897,ZETAQUIRA,1,15897000,ZETAQUIRA,1,1,1,0,0,1
2022,1,AVANTEL S.A.S,63,QUINDÍO,63594,QUIMBAYA,1,63594000,QUIMBAYA,1,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23675,SAN BERNARDO DEL VIENTO,0,23675019,EL CASTILO,1,1,1,0,0,0
2021,2,PARTNERS TELECOM COLOMBIA SAS,95,GUAVIARE,95025,EL RETORNO,1,95025000,EL RETORNO,0,1,1,0,0,0
2023,3,COLOMBIA MOVIL  S.A ESP,50,META,50683,SAN JUAN DE ARAMA,1,50683000,SAN JUAN DE ARAMA,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,63,QUINDÍO,63001,ARMENIA,0,63001009,CONDOMINIO EL EDEN,0,1,1,0,0,1
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,70,SUCRE,70713,SAN ONOFRE,0,70713028,SABANAS DE RINCÓN,1,1,1,0,0,0
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76563,PRADERA,0,76563018,POTRERITO,0,1,1,0,0,1
2021,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05042,SANTAFÉ DE ANTIOQUIA,0,05042008,KILOMETRO 2,1,0,0,0,0,0
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73349,HONDA,1,73349000,HONDA,1,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,86755,SAN FRANCISCO,1,86755000,SAN FRANCISCO,1,1,1,0,0,1
2022,4,COLOMBIA MOVIL  S.A ESP,52,NARIÑO,52381,LA FLORIDA,0,52381001,MATITUY,0,0,0,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23586,PURÍSIMA,0,23586001,ASERRADERO,1,1,1,0,0,0
2022,4,COLOMBIA MOVIL  S.A ESP,50,META,50318,GUAMAL,0,50318001,HUMADEA,0,1,1,0,0,1
2023,3,PARTNERS TELECOM COLOMBIA SAS,47,MAGDALENA,47058,ARIGUANÍ,1,47058000,EL DIFICIL,0,1,1,0,0,1
2023,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76520,PALMIRA,1,76520000,PALMIRA,1,1,1,0,0,1
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73555,PLANADAS,0,0,RÍO CLARO,1,0,0,0,0,0
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25594,QUETAME,1,25594000,QUETAME,1,1,0,0,0,1
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,41,HUILA,41548,PITAL,0,41548001,EL SOCORRO,1,0,0,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68176,CHIMA,1,68176001,CHIMA,1,1,1,1,0,0
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,81,ARAUCA,81220,CRAVO NORTE,1,81220000,CRAVO NORTE,1,1,1,0,0,0
2021,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,27,CHOCÓ,27361,ISTMINA,1,27361000,ISTMINA,1,1,0,0,0,1
2023,2,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,05893,YONDÓ,1,05893000,CASABE,0,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19100,BOLÍVAR,0,19100015,LOS MILAGROS,1,0,0,0,0,0
2022,3,PARTNERS TELECOM COLOMBIA SAS,25,CUNDINAMARCA,25885,YACOPÍ,1,25885000,YACOPÍ,0,1,1,0,0,1
2021,1,AVANTEL S.A.S,91,AMAZONAS,91798,TARAPACÁ,1,91798001,TARAPACÁ,0,0,0,0,0,0
2022,1,AVANTEL S.A.S,25,CUNDINAMARCA,25898,ZIPACÓN,1,25898000,ZIPACÓN,1,1,1,0,0,0
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76377,LA CUMBRE,0,76377012,LA VENTURA,1,1,1,0,0,1
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,25035,ANAPOIMA,0,25035002,SAN ANTONIO DE ANAPOIMA,0,1,1,0,0,0
2022,2,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,05690,SANTO DOMINGO,1,05690000,SANTO DOMINGO,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25740,SIBATÉ,0,25740007,PERICO SECTOR LA HONDA,1,1,0,1,0,0
2023,3,COLOMBIA MOVIL  S.A ESP,52,NARIÑO,52835,TUMACO - SAN ANDRES DE TUMACO,1,52835000,TUMACO,0,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54239,DURANIA,1,54239000,DURANIA,1,1,1,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52835,TUMACO - SAN ANDRES DE TUMACO,0,52835156,BUCHELY,0,1,1,0,0,0
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,05837,TURBO,0,05837018,NUEVO ANTIOQUIA,0,0,0,0,0,1
2021,3,COLOMBIA MOVIL  S.A ESP,52,NARIÑO,52354,IMUÉS,0,52354007,PEDREGAL,1,0,0,0,0,0
2022,3,AVANTEL S.A.S,25,CUNDINAMARCA,25885,YACOPÍ,1,25885000,YACOPÍ,1,1,1,0,0,1
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,41,HUILA,41483,NÁTAGA,1,41483000,NÁTAGA,1,1,0,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47001,SANTA MARTA,0,47001029,PERICO AGUAO,1,1,1,0,0,0
2022,3,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20517,PAILITAS,0,20517004,PALESTINA,1,1,1,0,0,1
2021,4,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,05055,ARGELIA,1,05055000,ARGELIA,1,1,1,0,0,1
2023,3,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,05543,PEQUE,1,05543000,PEQUE,1,1,1,0,0,1
2023,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76001,CALI,0,76001044,LA SIRENA,1,1,1,0,0,1
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,19,CAUCA,19760,SOTARÁ PAISPAMBA,1,19760000,PAISPAMBA,1,1,0,0,0,0
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,19845,VILLA RICA,1,19845000,VILLA RICA,1,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13655,SAN JACINTO DEL CAUCA,0,13655005,GALINDO,1,1,0,0,0,0
2022,2,COLOMBIA MOVIL  S.A ESP,18,CAQUETA,18001,FLORENCIA,1,18001000,FLORENCIA,1,1,1,0,0,1
2021,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,15,BOYACÁ,15660,SAN EDUARDO,1,15660000,SAN EDUARDO,0,0,0,0,0,0
2021,1,COLOMBIA MOVIL  S.A ESP,70,SUCRE,70429,MAJAGUAL,1,70429001,MAJAGUAL,1,1,1,0,0,0
2021,3,PARTNERS TELECOM COLOMBIA SAS,54,NORTE DE SANTANDER,54261,EL ZULIA,1,54261000,EL ZULIA,0,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,18460,MILÁN,0,18460010,AGUA NEGRA,0,0,0,0,0,0
2023,1,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25099,BOJACÁ,1,25099000,BOJACÁ,0,1,1,0,0,1
2023,2,COLOMBIA MOVIL  S.A ESP,23,CÓRDOBA,23001,MONTERÍA,0,23001008,LAS PALOMAS,0,0,0,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20175,CHIMICHAGUA,0,20175004,CANDELARIA,1,1,1,1,0,0
2022,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05113,BURITICÁ,0,05113008,LA MARIELA,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19142,CALOTO,0,19142051,MORALES,0,0,0,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19130,CAJIBÍO,0,19130018,EL COFRE,1,0,0,0,0,0
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76869,VIJES,1,76869000,VIJES,1,1,1,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13430,MAGANGUÉ,1,13430000,MAGANGUÉ,1,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68720,SANTA HELENA DEL OPÓN,0,68720005,SAN JUAN DE LA VERDE,1,0,0,0,0,0
2021,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41357,IQUIRA,0,41357004,VALENCIA LA PAZ,1,1,1,0,0,0
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25288,FÚQUENE,1,25288000,FÚQUENE,0,0,0,0,0,1
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,19075,BALBOA,1,19075000,BALBOA,1,1,1,0,0,1
2023,2,COLOMBIA MOVIL  S.A ESP,68,SANTANDER,68524,PALMAS DEL SOCORRO,1,68524000,PALMAS DEL SOCORRO,1,1,1,0,0,1
2022,3,PARTNERS TELECOM COLOMBIA SAS,23,CÓRDOBA,23670,SAN ANDRÉS DE SOTAVENTO,0,0,SIN CENTRO POBLADO,0,0,0,0,0,1
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73555,PLANADAS,0,73555002,GAITANIA,1,1,0,0,0,0
2022,2,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,08141,CANDELARIA,0,08141001,SAN JOSÉ DEL CARRETAL,1,1,1,0,0,0
2022,1,PARTNERS TELECOM COLOMBIA SAS,47,MAGDALENA,47258,EL PIÑON,0,47258010,LOS PATOS,0,0,0,0,0,1
2023,2,PARTNERS TELECOM COLOMBIA SAS,73,TOLIMA,73504,ORTEGA,1,73504000,ORTEGA,0,1,1,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23001,MONTERÍA,0,23001044,LA FLORIDA,1,1,1,0,0,1
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,47703,SAN ZENÓN,0,47703009,EL HORNO,1,0,0,0,0,0
2022,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,68,SANTANDER,68077,BARBOSA,1,68077000,BARBOSA,1,1,1,0,0,1
